word,count_a,count_b,delta_cos,neighbor_jaccard,change_score
সমরেশ,83,71,0.51301,0.0,1.2565
দরিয়া,104,72,0.51265,0.0,1.25633
বিষ্ণু,131,324,0.51261,0.0,1.25631
বসু,232,655,0.5743,0.03093,1.25622
হরিদাস,43,216,0.51233,0.0,1.25617
মীর,88,110,0.51182,0.0,1.25591
গণপতি,61,20,0.51149,0.0,1.25574
টোল,79,52,0.51124,0.0,1.25562
রাধা,295,1012,0.51094,0.0,1.25547
হারাধন,145,226,0.51091,0.0,1.25546
নিশানাথ,78,133,0.51062,0.0,1.25531
বাদশাহী,84,34,0.51044,0.0,1.25522
সুরেশ্বর,185,1284,0.51035,0.0,1.25517
মিত্র,343,575,0.52982,0.0101,1.25481
তাতারী,39,121,0.50953,0.0,1.25476
মথু,51,31,0.50897,0.0,1.25449
মোহন,190,196,0.50824,0.0,1.25412
দীপঙ্কর,23,133,0.50799,0.0,1.254
সলিল,59,68,0.50632,0.0,1.25316
সু,132,43,0.50561,0.0,1.2528
বৈরাগী,73,46,0.50453,0.0,1.25227
সরস্বতীর,72,56,0.50385,0.0,1.25192
হৈমবতী,31,120,0.50377,0.0,1.25189
মাধবীর,80,104,0.5233,0.0101,1.25155
সুহাস,412,237,0.50197,0.0,1.25099
সারেং,37,190,0.50179,0.0,1.2509
বিজয়,535,879,0.50101,0.0,1.2505
নেপাল,300,87,0.50063,0.0,1.25032
মালিনী,31,292,0.49916,0.0,1.24958
চারু,479,54,0.49725,0.0,1.24862
মানিক,708,253,0.49677,0.0,1.24838
মৃত্যুঞ্জয়,302,236,0.49662,0.0,1.24831
বেলুন,55,48,0.49651,0.0,1.24826
কালিয়া,63,42,0.49638,0.0,1.24819
গণেশ,160,242,0.49638,0.0,1.24819
কণা,94,145,0.49536,0.0,1.24768
রসিক,995,287,0.51525,0.0101,1.24752
জেমস,27,69,0.4949,0.0,1.24745
সূর্যকান্ত,169,23,0.49335,0.0,1.24668
শ্রীপতির,66,55,0.49308,0.0,1.24654
সাঁ,34,355,0.49258,0.0,1.24629
লােক,166,24,0.49177,0.0,1.24589
শৈল,645,56,0.49081,0.0,1.2454
মাধবী,272,150,0.5109,0.0101,1.24535
কিশোর,795,140,0.49029,0.0,1.24514
অন্নপূর্ণা,492,35,0.51002,0.0101,1.24491
রাম,595,870,0.52932,0.02041,1.24425
মধুসূদন,655,250,0.48766,0.0,1.24383
নিধিরাম,54,52,0.48759,0.0,1.2438
তনু,97,52,0.48746,0.0,1.24373
পার্বতী,319,80,0.48701,0.0,1.24351
সুদর্শন,30,385,0.48609,0.0,1.24304
ললিতা,503,147,0.48579,0.0,1.24289
কুম,1164,184,0.48557,0.0,1.24278
যমুনা,110,141,0.4848,0.0,1.2424
অর,28,48,0.48429,0.0,1.24214
পাণ্ডে,64,125,0.48385,0.0,1.24193
সত্যবতী,86,119,0.4838,0.0,1.2419
হিন্দুস্থানী,123,181,0.48368,0.0,1.24184
উপ,157,60,0.48294,0.0,1.24147
গোবিন্,24,146,0.48294,0.0,1.24147
জাপানী,138,69,0.48184,0.0,1.24092
কুসুম,1420,66,0.48154,0.0,1.24077
নহি,387,86,0.48136,0.0,1.24068
ভূষণ,86,50,0.48051,0.0,1.24026
মুসলিম,43,780,0.47959,0.0,1.2398
কৃষ্ণা,57,756,0.47863,0.0,1.23932
পরিতোষ,24,94,0.47774,0.0,1.23887
দা,92,104,0.47732,0.0,1.23866
কৈবর্ত,21,62,0.47709,0.0,1.23854
রামমোহন,372,75,0.47658,0.0,1.23829
কুণ্ড,23,32,0.47569,0.0,1.23784
মোহিনী,166,72,0.47561,0.0,1.23781
কেশব,232,28,0.47544,0.0,1.23772
ধরায়,43,53,0.47522,0.0,1.23761
প্রার্থনার,957,25,0.47517,0.0,1.23759
ধ্রুব,399,31,0.47437,0.0,1.23718
অনিমেষ,58,144,0.47428,0.0,1.23714
হাসান,300,31,0.47413,0.0,1.23707
বিজু,34,25,0.47375,0.0,1.23687
ঘটা,180,146,0.47351,0.0,1.23676
বারে,317,329,0.47283,0.0,1.23641
বিরাজ,728,106,0.4728,0.0,1.2364
সুধীন,199,79,0.47225,0.0,1.23613
হামি,35,56,0.47168,0.0,1.23584
অজয়,227,26,0.47163,0.0,1.23582
বিগ্রহ,65,170,0.47053,0.0,1.23527
মীন,24,74,0.46989,0.0,1.23494
বিস্তর,376,286,0.46935,0.0,1.23467
বাদল,79,1011,0.46896,0.0,1.23448
ঘনশ্যাম,78,121,0.46892,0.0,1.23446
সবে,467,472,0.46861,0.0,1.2343
রামদাস,185,31,0.46859,0.0,1.23429
আশু,98,116,0.46854,0.0,1.23427
বাদশা,94,201,0.46839,0.0,1.2342
সেজদা,44,48,0.46822,0.0,1.23411
ভানুমতী,93,43,0.46771,0.0,1.23385
আজব,30,122,0.46683,0.0,1.23341
রুদ্র,324,70,0.46659,0.0,1.2333
মল্লিকা,30,56,0.46653,0.0,1.23327
সাথে,1276,1812,0.46651,0.0,1.23326
অতুল,457,139,0.48636,0.0101,1.23308
রামচন্দ্র,299,33,0.46591,0.0,1.23296
সুজ,118,83,0.46584,0.0,1.23292
গাব,31,24,0.46576,0.0,1.23288
চার্লস,51,52,0.46549,0.0,1.23274
রীতিমত,231,192,0.46506,0.0,1.23253
সুকুম,239,409,0.46462,0.0,1.23231
কেউবা,33,51,0.46453,0.0,1.23226
নীলা,121,87,0.46427,0.0,1.23213
দিব্য,223,74,0.46405,0.0,1.23202
হেল,63,26,0.464,0.0,1.232
রাজ,246,66,0.4639,0.0,1.23195
গৌরী,84,803,0.4636,0.0,1.2318
অনুপমা,88,78,0.46345,0.0,1.23173
আমিন,38,116,0.46344,0.0,1.23172
স্থলে,491,229,0.46275,0.0,1.23138
শ্ৰীমন্ত,88,61,0.46263,0.0,1.23131
শ্রীপতি,51,88,0.46171,0.0,1.23085
রাধারাণী,161,66,0.48182,0.0101,1.23081
প্রতিমা,337,41,0.46115,0.0,1.23058
পিপ,38,50,0.46108,0.0,1.23054
কমলা,958,98,0.46097,0.0,1.23049
চরিত্রহীন,76,39,0.4601,0.0,1.23005
নবীন,947,578,0.45971,0.0,1.22986
জার,22,36,0.45948,0.0,1.22974
নিব,51,52,0.45919,0.0,1.22959
মতাে,305,49,0.45872,0.0,1.22936
সান্যাল,77,358,0.47724,0.0101,1.22852
হউক,1723,175,0.47721,0.0101,1.2285
জাঁহাপনা,20,167,0.45662,0.0,1.22831
অন্ত,382,270,0.45656,0.0,1.22828
ভিন্ন,1378,387,0.45625,0.0,1.22813
ঠাই,26,77,0.4562,0.0,1.2281
ভাবী,119,142,0.45596,0.0,1.22798
পটলবাবু,40,128,0.45568,0.0,1.22784
সৌদামিনী,119,146,0.45563,0.0,1.22782
গরজে,28,47,0.45533,0.0,1.22767
আপ,199,372,0.47529,0.0101,1.22754
মহাশয়,2320,215,0.49575,0.02041,1.22747
রাণীর,84,34,0.45471,0.0,1.22735
সনে,118,176,0.45458,0.0,1.22729
মনুর,34,65,0.45437,0.0,1.22718
বিভা,822,41,0.45418,0.0,1.22709
প্রিয়নাথ,54,116,0.45347,0.0,1.22673
ন্যায়,2874,499,0.47359,0.0101,1.22669
যদুনাথ,22,200,0.45331,0.0,1.22665
ফিরোজা,40,23,0.45314,0.0,1.22657
কেদ,85,23,0.45263,0.0,1.22632
রজনী,516,92,0.45246,0.0,1.22623
মিয়া,137,286,0.47236,0.0101,1.22608
অন,104,104,0.45187,0.0,1.22594
সুরেশ,729,76,0.47105,0.0101,1.22542
মন্ত্রে,662,32,0.45078,0.0,1.22539
আবদুর,275,128,0.45044,0.0,1.22522
দুর্গ,576,632,0.47056,0.0101,1.22518
আবদুল,319,250,0.46996,0.0101,1.22488
পাপিয়া,27,26,0.44945,0.0,1.22472
মহাবীর,171,119,0.44907,0.0,1.22453
হীর,587,417,0.51082,0.03093,1.22448
গরুড়,42,49,0.44845,0.0,1.22423
চণ্ডী,48,213,0.44828,0.0,1.22414
দামু,34,252,0.44805,0.0,1.22403
মুকুল,35,92,0.44806,0.0,1.22403
গোপাল,567,235,0.44753,0.0,1.22376
আরএক,629,267,0.44747,0.0,1.22374
বদনে,87,31,0.46734,0.0101,1.22357
হোন,538,55,0.4471,0.0,1.22355
মালতী,432,169,0.44702,0.0,1.22351
চৌধুরি,41,34,0.44648,0.0,1.22324
গণি,110,44,0.48726,0.02041,1.22322
একবারে,267,101,0.44607,0.0,1.22304
গোর,184,381,0.46625,0.0101,1.22303
তাজ,110,138,0.44589,0.0,1.22295
মোতির,172,38,0.44549,0.0,1.22275
নলিনী,274,29,0.44549,0.0,1.22274
রূপা,113,24,0.46542,0.0101,1.22261
বাদশ,32,94,0.44512,0.0,1.22256
শহীদ,26,479,0.44496,0.0,1.22248
চারটি,123,144,0.44493,0.0,1.22246
কোনরূপ,507,41,0.44488,0.0,1.22244
নিবারণ,518,280,0.44477,0.0,1.22238
গোল,571,898,0.44454,0.0,1.22227
তাতা,128,23,0.44452,0.0,1.22226
যমুন,107,48,0.44452,0.0,1.22226
বেগম,516,424,0.50629,0.03093,1.22222
বিপিন,862,354,0.46454,0.0101,1.22217
মেমসাহেব,43,680,0.44417,0.0,1.22208
রেবতী,45,39,0.44414,0.0,1.22207
কাজল,210,200,0.46401,0.0101,1.22191
ভাসা,61,65,0.44383,0.0,1.22191
বিশুদ্ধ,407,149,0.44376,0.0,1.22188
সতীশ,1558,36,0.44317,0.0,1.22159
পৌঁছা,38,151,0.44286,0.0,1.22143
দারুণ,406,576,0.44205,0.0,1.22103
রইলো,25,262,0.4419,0.0,1.22095
মতিলাল,52,95,0.44157,0.0,1.22078
সন্ন্যাসী,660,289,0.44155,0.0,1.22078
মন্দা,73,37,0.44155,0.0,1.22077
খানে,48,46,0.44147,0.0,1.22074
সুধাময়,22,32,0.44097,0.0,1.22049
বিলাস,456,83,0.44096,0.0,1.22048
আশ,799,205,0.44082,0.0,1.22041
পালক,142,145,0.44053,0.0,1.22026
ফিট,88,75,0.44025,0.0,1.22013
হিমাংশু,65,184,0.44021,0.0,1.2201
ওমর,206,60,0.48094,0.02041,1.22006
মহীন,35,214,0.44011,0.0,1.22005
কুহু,43,211,0.43969,0.0,1.21985
মুহম্মদ,74,168,0.4386,0.0,1.2193
রকমে,347,273,0.43814,0.0,1.21907
পরমেশ্বর,94,59,0.43799,0.0,1.21899
ভৈর,194,49,0.43767,0.0,1.21883
বিনয়,225,817,0.45741,0.0101,1.2186
সমীর,209,43,0.43699,0.0,1.21849
বৈকুণ্ঠ,100,29,0.43681,0.0,1.2184
তাইতে,27,87,0.4363,0.0,1.21815
বিপুল,530,321,0.45639,0.0101,1.2181
করিম,89,83,0.43506,0.0,1.21753
প্রিয়ংবদা,63,20,0.43504,0.0,1.21752
সরস্বতী,179,178,0.45524,0.0101,1.21752
ফটিক,88,281,0.43449,0.0,1.21725
সুষমা,98,33,0.43445,0.0,1.21722
সাহা,75,335,0.43423,0.0,1.21712
অচল,427,134,0.43408,0.0,1.21704
জগদীশ,82,64,0.45388,0.0101,1.21684
সম্মোহিত,59,38,0.43343,0.0,1.21671
নহে,4173,188,0.45355,0.0101,1.21667
কাশ্মীর,51,35,0.43299,0.0,1.2165
অতসী,146,526,0.4327,0.0,1.21635
যেয়ে,151,173,0.4326,0.0,1.2163
ইতি,231,195,0.45195,0.0101,1.21588
বামন,160,27,0.43174,0.0,1.21587
হরে,102,49,0.43172,0.0,1.21586
বোস,178,458,0.45186,0.0101,1.21583
জটা,61,139,0.43152,0.0,1.21576
গীতা,77,114,0.43143,0.0,1.21571
মিঃ,309,3862,0.47215,0.02041,1.21567
রাও,116,196,0.45109,0.0101,1.21545
উদ্যত,492,215,0.43028,0.0,1.21514
প্রবীর,27,87,0.42884,0.0,1.21442
বিনুর,29,207,0.42814,0.0,1.21407
মানসীর,33,62,0.42803,0.0,1.21402
মিয়,67,64,0.42764,0.0,1.21382
দাস,618,612,0.44758,0.0101,1.21369
হরিশ,278,68,0.42711,0.0,1.21355
কৃপায়,269,54,0.42676,0.0,1.21338
বর্তমানে,182,227,0.44689,0.0101,1.21334
এভাবে,175,703,0.44659,0.0101,1.2132
ঋষির,99,20,0.42616,0.0,1.21308
পুনঃ,414,20,0.46675,0.02041,1.21296
পাঠান,497,152,0.42589,0.0,1.21294
হারে,41,89,0.42583,0.0,1.21291
চারি,1160,90,0.42549,0.0,1.21275
নিকট,4580,447,0.44547,0.0101,1.21264
মহিষ,141,88,0.42513,0.0,1.21256
কেয়া,50,125,0.42486,0.0,1.21243
নিতাইবাবু,56,29,0.42447,0.0,1.21224
বোঝায়,179,111,0.42384,0.0,1.21192
অনুরূপ,175,202,0.42362,0.0,1.21181
নিমিত্ত,1061,30,0.44371,0.0101,1.21175
রামহরি,324,48,0.42341,0.0,1.21171
নরোত্তম,24,70,0.42322,0.0,1.21161
মোহাম্মদ,275,183,0.42309,0.0,1.21155
অমলা,194,155,0.42298,0.0,1.21149
শুক্লা,32,199,0.42288,0.0,1.21144
গুরুর,184,155,0.44279,0.0101,1.2113
জিনি,29,49,0.42243,0.0,1.21122
চীনা,293,98,0.44253,0.0101,1.21116
শেখ,101,512,0.42134,0.0,1.21067
বিন্দুর,165,29,0.42131,0.0,1.21065
করাল,39,60,0.42111,0.0,1.21056
শিষ্য,339,128,0.42056,0.0,1.21028
অধিকারী,437,226,0.42051,0.0,1.21026
মেনকা,39,28,0.4204,0.0,1.2102
সাধক,1086,143,0.42037,0.0,1.21019
কাকা,534,795,0.44053,0.0101,1.21017
ঘটি,302,140,0.42016,0.0,1.21008
নামাজ,184,211,0.44035,0.0101,1.21007
বীর,533,307,0.43994,0.0101,1.20987
মনোরমা,513,30,0.43885,0.0101,1.20932
তপতীর,23,336,0.41851,0.0,1.20925
অভিরাম,87,104,0.41846,0.0,1.20923
খোরশেদ,196,22,0.41799,0.0,1.20899
পরিত্যাগ,1127,79,0.438,0.0101,1.2089
পরীক্ষিত,37,51,0.41705,0.0,1.20853
ইত্যাদির,129,67,0.41583,0.0,1.20792
সমূহ,140,41,0.41585,0.0,1.20792
সবুর,200,75,0.41561,0.0,1.2078
মহাদেব,86,68,0.41543,0.0,1.20771
প্রদান,2240,48,0.41495,0.0,1.20747
দেয়া,40,346,0.45561,0.02041,1.2074
দাঁড়িয়,194,455,0.41476,0.0,1.20738
পিক,37,35,0.41426,0.0,1.20713
আমাদিগ,1416,25,0.41414,0.0,1.20707
লাট,39,87,0.41413,0.0,1.20707
রথে,87,31,0.43427,0.0101,1.20703
ময়ূর,317,74,0.41393,0.0,1.20696
থাক্‌,313,25,0.41384,0.0,1.20692
দীপ্ত,115,159,0.43329,0.0101,1.20654
কাঞ্চন,28,70,0.41306,0.0,1.20653
অনাথ,133,342,0.41273,0.0,1.20636
যথা,513,107,0.41259,0.0,1.20629
দীপ্তি,212,437,0.43273,0.0101,1.20627
প্রফুল্ল,858,49,0.43242,0.0101,1.20611
ভেদ,444,424,0.412,0.0,1.206
সুন্দরলাল,30,90,0.41194,0.0,1.20597
আঙুর,49,235,0.41174,0.0,1.20587
আজো,63,348,0.41173,0.0,1.20587
পরিচ্ছেদ,2250,107,0.53916,0.06383,1.20575
গিরি,119,48,0.41103,0.0,1.20551
কোপ,45,72,0.41043,0.0,1.20521
অমূল্য,320,133,0.41032,0.0,1.20516
বৃন্দাবন,453,213,0.41028,0.0,1.20514
এককালে,137,250,0.40999,0.0,1.205
এরূপ,2032,260,0.40973,0.0,1.20487
বয়ান,24,48,0.40974,0.0,1.20487
হোস,1079,605,0.42985,0.0101,1.20483
চাঁদে,21,75,0.40942,0.0,1.20471
আহম্মদ,23,43,0.40903,0.0,1.20451
বিভ,344,22,0.40902,0.0,1.20451
হোসেনের,369,118,0.409,0.0,1.2045
মনোরম,224,85,0.40898,0.0,1.20449
তাহাদিগ,1344,21,0.40891,0.0,1.20446
রবির,34,98,0.40859,0.0,1.2043
অপূর্ব,1552,309,0.42874,0.0101,1.20427
বানু,32,53,0.44837,0.02041,1.20378
অমিয়া,31,78,0.40752,0.0,1.20376
খেলাধুলা,20,41,0.40745,0.0,1.20373
মরিয়া,636,185,0.40728,0.0,1.20364
প্রত্যেক,1278,868,0.42737,0.0101,1.20358
চুপে,65,21,0.40714,0.0,1.20357
পরিচালক,26,49,0.40705,0.0,1.20353
লিলি,23,142,0.40686,0.0,1.20343
গুণে,421,171,0.427,0.0101,1.2034
যেভাবে,157,305,0.42693,0.0101,1.20336
কামিনী,170,53,0.40662,0.0,1.20331
অবনীর,33,298,0.4066,0.0,1.2033
গোঁসা,145,54,0.4064,0.0,1.2032
অংশুমান,92,161,0.40623,0.0,1.20311
ফিরিঙ্গী,76,42,0.42635,0.0101,1.20308
অসীম,513,450,0.40609,0.0,1.20305
আক,326,155,0.42501,0.0101,1.2024
আছিল,40,64,0.40463,0.0,1.20232
কালু,75,135,0.40432,0.0,1.20216
পাদ্রী,44,92,0.42444,0.0101,1.20212
বাড়ীর,588,35,0.42437,0.0101,1.20208
বে,32,112,0.4039,0.0,1.20195
হোম,77,58,0.40378,0.0,1.20189
সাধুর,102,93,0.40359,0.0,1.2018
দেশবন্ধু,59,21,0.40312,0.0,1.20156
খাপ,117,255,0.40263,0.0,1.20131
সীম,243,72,0.42262,0.0101,1.20121
মানস,120,75,0.40208,0.0,1.20104
নারায়ণী,144,20,0.40196,0.0,1.20098
ইয়,157,110,0.40173,0.0,1.20086
নৈব,21,21,0.40166,0.0,1.20083
বেতাল,53,20,0.40161,0.0,1.20081
করবী,189,21,0.4014,0.0,1.2007
রাসু,147,70,0.40092,0.0,1.20046
গৌর,600,583,0.40082,0.0,1.20041
অতঃপর,437,492,0.40055,0.0,1.20028
নবাব,373,240,0.39998,0.0,1.19999
সদানন্দ,97,94,0.39992,0.0,1.19996
সুবল,63,208,0.42011,0.0101,1.19996
সতীনাথ,102,27,0.39926,0.0,1.19963
সেবিষয়ে,122,56,0.39903,0.0,1.19951
পরি,332,101,0.43973,0.02041,1.19946
ক্ষণে,311,148,0.46056,0.03093,1.19935
হইতেই,1282,119,0.43945,0.02041,1.19932
ছোঁয়া,59,152,0.39861,0.0,1.1993
দুরকম,75,33,0.39859,0.0,1.1993
প্রতাপ,1026,148,0.39828,0.0,1.19914
অর্জুন,297,103,0.41833,0.0101,1.19907
অসুর,122,62,0.39799,0.0,1.19899
বিমলা,669,26,0.39789,0.0,1.19895
কালে,805,466,0.39781,0.0,1.1989
গোবর্ধন,170,20,0.39762,0.0,1.19881
কাষ্ঠ,101,30,0.39741,0.0,1.1987
পশ্চাৎ,539,33,0.4175,0.0101,1.19865
তান্ত্রিক,69,78,0.39711,0.0,1.19856
মাল,825,1550,0.41711,0.0101,1.19846
দারোগার,126,96,0.41642,0.0101,1.19811
বাড়িওয়ালা,21,152,0.39599,0.0,1.198
রা,199,153,0.39591,0.0,1.19796
দীপ্তির,22,120,0.39584,0.0,1.19792
দেবেন্দ্র,175,66,0.39539,0.0,1.1977
দামিনী,27,32,0.39539,0.0,1.19769
কয়ে,67,71,0.39514,0.0,1.19757
অনঙ্গ,210,376,0.3951,0.0,1.19755
অংশে,403,114,0.39502,0.0,1.19751
আরেক,136,597,0.395,0.0,1.1975
নির্মলা,195,80,0.3947,0.0,1.19735
বিবির,124,46,0.41473,0.0101,1.19726
ভীমস,40,24,0.41445,0.0101,1.19712
সেও,1137,1004,0.39359,0.0,1.1968
ভৈরবী,195,39,0.39353,0.0,1.19676
ঘোষ,263,575,0.4343,0.02041,1.19674
অবরোধ,166,63,0.39339,0.0,1.19669
চুনি,101,31,0.39336,0.0,1.19668
নায়ক,178,159,0.41345,0.0101,1.19662
আবির্ভূত,305,60,0.39301,0.0,1.19651
নির্দেশ,433,602,0.41315,0.0101,1.19647
মতির,278,33,0.39294,0.0,1.19647
মুন্সী,206,156,0.39293,0.0,1.19647
দিবাকর,417,625,0.39293,0.0,1.19646
বর্মা,63,86,0.39281,0.0,1.19641
ঊষা,385,27,0.3928,0.0,1.1964
সেইসব,88,132,0.39277,0.0,1.19638
দিবস,653,74,0.41293,0.0101,1.19636
নন্দী,75,132,0.41264,0.0101,1.19622
প্রিয়া,87,53,0.39241,0.0,1.19621
উভয়,1397,319,0.41258,0.0101,1.19619
কানা,260,402,0.4332,0.02041,1.19619
অমল,485,100,0.41255,0.0101,1.19617
আরিফ,66,20,0.39155,0.0,1.19578
প্রভাত,455,263,0.41166,0.0101,1.19573
শায়েস্তা,50,63,0.39146,0.0,1.19573
বেল,137,201,0.41065,0.0101,1.19523
রানা,48,58,0.39044,0.0,1.19522
দাদু,95,316,0.41051,0.0101,1.19516
নাবিক,84,131,0.39029,0.0,1.19514
রাণা,226,53,0.39023,0.0,1.19511
কামা,191,204,0.41011,0.0101,1.19495
হারু,139,57,0.38977,0.0,1.19488
রিচার্ড,37,26,0.38957,0.0,1.19478
বাহাদুর,255,362,0.40973,0.0101,1.19477
একপ্রক,374,155,0.38942,0.0,1.19471
অবসরে,82,44,0.3892,0.0,1.1946
স্থানে,2511,347,0.43001,0.02041,1.1946
যোগ,930,725,0.38919,0.0,1.19459
পূজারী,46,36,0.38899,0.0,1.19449
রিপু,178,31,0.38886,0.0,1.19443
কোন্‌,978,92,0.38878,0.0,1.19439
অতসীর,34,188,0.42956,0.02041,1.19437
চাটুয্যে,61,95,0.38832,0.0,1.19416
বাবাজী,191,94,0.3881,0.0,1.19405
হরিমতি,39,86,0.38782,0.0,1.19391
